State,ZCTA,Congressional District
12,33324,23
12,33325,22
12,33325,23
12,33326,20
12,33326,23
12,33327,20
12,33327,23
12,33328,23
12,33330,23
12,33331,23
12,33332,23
12,33332,25
12,33334,20
12,33334,22
12,33351,20
12,33401,18
12,33401,20
12,33401,22
12,33403,18
12,33403,20
12,33404,18
12,33404,20
12,33404,22
12,33405,20
12,33405,22
12,33406,20
12,33406,21
12,33406,22
12,33407,18
12,33407,20
12,33407,22
12,33408,18
12,33408,20
12,33409,18
12,33409,20
12,33410,18
12,33410,20
12,33411,18
12,33411,20
12,33411,21
12,33412,18
12,33413,20
12,33413,21
12,33414,20
12,33414,21
12,33415,20
12,33415,21
12,33415,22
12,33417,18
12,33417,20
12,33418,18
12,33418,20
12,33426,20
12,33426,22
12,33428,20
12,33428,21
12,33430,20
12,33431,22
12,33432,22
12,33433,21
12,33433,22
12,33434,21
12,33434,22
12,33435,20
12,33435,22
12,33436,21
12,33436,22
12,33437,21
12,33438,18
12,33438,20
12,33440,20
12,33440,25
12,33441,20
12,33441,21
12,33441,22
12,33442,20
12,33442,21
12,33444,22
12,33445,22
12,33446,21
12,33449,20
12,33449,21
12,33455,18
12,33458,18
12,33460,20
12,33460,22
12,33461,22
12,33462,20
12,33462,22
12,33463,21
12,33463,22
12,33467,21
12,33469,18
12,33470,18
12,33470,20
12,33470,21
12,33471,17
12,33472,20
12,33472,21
12,33473,21
12,33476,20
12,33477,18
12,33478,18
12,33480,22
12,33483,22
12,33484,21
12,33484,22
12,33486,22
12,33487,22
12,33493,20
12,33496,21
12,33496,22
12,33498,21
12,33503,17
12,33510,14
12,33510,15
12,33511,14
12,33511,15
12,33511,17
12,33513,11
12,33514,11
12,33521,11
12,33523,11
12,33523,12
12,33525,12
12,33527,15
12,33534,14
12,33534,17
12,33538,11
12,33540,12
12,33540,15
12,33541,12
12,33542,12
12,33543,12
12,33544,12
12,33545,12
12,33547,15
12,33547,17
12,33548,12
12,33548,15
12,33549,12
12,33549,14
12,33549,15
12,33556,12
12,33558,12
12,33559,12
12,33559,15
12,33563,15
12,33565,15
12,33566,15
12,33567,15
12,33569,15
12,33569,17
12,33570,14
12,33570,17
12,33572,14
12,33573,17
12,33576,12
12,33578,14
12,33578,15
12,33578,17
12,33579,17
12,33584,14
12,33584,15
12,33585,11
12,33592,15
12,33594,15
12,33596,15
12,33596,17
12,33597,11
12,33597,12
12,33598,16
12,33598,17
12,33602,14
12,33603,14
12,33604,14
12,33605,14
12,33606,14
12,33607,14
12,33609,14
12,33610,14
12,33610,15
12,33611,14
12,33612,12
12,33612,14
12,33612,15
12,33613,12
12,33613,14
12,33613,15
12,33614,14
12,33615,14
12,33616,14
12,33617,14
12,33617,15
12,33618,12
12,33618,14
12,33618,15
12,33619,14
12,33620,15
12,33621,14
12,33624,12
12,33624,14
12,33625,12
12,33625,14
12,33626,12
12,33626,14
12,33629,14
12,33634,14
12,33635,14
12,33637,14
12,33637,15
12,33647,12
12,33647,15
12,33701,13
12,33701,14
12,33702,13
12,33703,13
12,33704,13
12,33704,14
12,33705,13
12,33705,14
12,33706,13
12,33707,13
12,33707,14
12,33708,13
12,33709,13
12,33710,13
12,33710,14
12,33711,13
12,33711,14
12,33712,14
12,33713,13
12,33713,14
12,33714,13
12,33715,13
12,33716,13
12,33744,13
12,33755,13
12,33756,13
12,33759,13
12,33760,13
12,33761,12
12,33761,13
12,33762,13
12,33763,13
12,33764,13
12,33765,13
12,33767,13
12,33770,13
12,33771,13
12,33772,13
12,33773,13
12,33774,13
12,33776,13
12,33777,13
12,33778,13
12,33781,13
12,33782,13
12,33785,13
12,33786,13
12,33801,15
12,33803,15
12,33805,10
12,33805,15
12,33809,10
12,33809,15
12,33810,15
12,33811,15
12,33812,15
12,33813,15
12,33815,15
12,33823,10
12,33823,15
12,33825,17
12,33827,17
12,33830,15
12,33830,17
12,33834,17
12,33837,9
12,33837,10
12,33838,9
12,33838,17
12,33839,17
12,33841,17
12,33843,17
12,33844,9
12,33844,10
12,33844,17
12,33847,17
12,33848,9
12,33849,15
12,33850,10
12,33851,9
12,33852,17
12,33853,17
12,33854,17
12,33855,17
12,33856,17
12,33857,17
12,33859,17
12,33860,15
12,33860,17
12,33865,17
12,33867,17
12,33868,10
12,33868,15
12,33870,17
12,33872,17
12,33873,17
12,33875,17
12,33876,17
12,33877,17
12,33880,10
12,33880,15
12,33880,17
12,33881,9
12,33881,10
12,33881,17
12,33884,10
12,33884,17
12,33890,17
12,33896,9
12,33896,10
12,33897,10
12,33898,17
12,33901,19
12,33903,17
12,33903,19
12,33904,19
12,33905,17
12,33905,19
12,33907,19
12,33908,19
12,33909,19
12,33912,19
12,33913,19
12,33914,19
12,33916,19
12,33917,17
12,33917,19
12,33919,19
12,33920,17
12,33921,17
12,33921,19
12,33922,19
12,33924,19
12,33928,19
12,33930,25
12,33931,19
12,33935,17
12,33935,25
12,33936,17
12,33936,19
12,33936,25
12,33944,17
12,33945,19
12,33946,17
12,33947,17
12,33948,17
12,33950,17
12,33952,17
12,33953,17
12,33954,17
12,33955,17
12,33955,19
12,33956,19
12,33957,19
12,33960,17
12,33965,19
12,33966,19
12,33967,19
12,33971,17
12,33971,19
12,33972,17
12,33973,19
12,33974,17
12,33974,19
12,33976,19
12,33980,17
12,33981,17
12,33982,17
12,33983,17
12,33990,19
12,33991,19
12,33993,19
12,34101,19
12,34102,19
12,34103,19
12,34104,19
12,34104,25
12,34105,19
12,34105,25
12,34108,19
12,34109,19
12,34109,25
12,34110,19
12,34112,19
12,34112,25
12,34113,19
12,34114,19
12,34114,25
12,34116,25
12,34117,25
12,34119,19
12,34119,25
12,34120,25
12,34134,19
12,34135,19
12,34137,25
12,34138,25
12,34139,25
12,34140,19
12,34141,25
12,34141,26
12,34142,20
12,34142,25
12,34145,19
12,34201,16
12,34202,16
12,34203,16
12,34205,16
12,34207,16
12,34208,16
12,34209,16
12,34210,16
12,34211,16
12,34212,16
12,34215,16
12,34216,16
12,34217,16
12,34219,16
12,34219,17
12,34221,16
12,34222,16
12,34223,16
12,34223,17
12,34224,16
12,34224,17
12,34228,16
12,34229,16
12,34231,16
12,34232,16
12,34233,16
12,34234,16
12,34235,16
12,34236,16
12,34237,16
12,34238,16
12,34239,16
12,34240,16
12,34241,16
12,34242,16
12,34243,16
12,34251,16
12,34251,17
12,34266,16
12,34266,17
12,34268,17
12,34269,17
12,34275,16
12,34285,16
12,34286,16
12,34287,16
12,34288,16
12,34289,16
12,34291,16
12,34292,16
12,34293,16
12,34420,11
12,34428,11
12,34429,11
12,34431,3
12,34432,3
12,34432,11
12,34433,11
12,34434,11
12,34436,11
12,34442,11
12,34445,11
12,34446,11
12,34448,11
12,34449,3
12,34449,11
12,34450,11
12,34452,11
12,34453,11
12,34461,11
12,34465,11
12,34470,11
12,34471,11
12,34472,11
12,34473,11
12,34474,3
12,34474,11
12,34475,3
12,34475,11
12,34476,3
12,34476,11
12,34479,11
12,34480,11
12,34481,3
12,34481,11
12,34482,3
12,34482,11
12,34484,11
12,34488,11
12,34491,11
12,34498,3
12,34601,11
12,34602,11
12,34604,11
12,34606,11
12,34607,11
12,34608,11
12,34609,11
12,34610,12
12,34613,11
12,34614,11
12,34637,12
12,34638,12
12,34639,12
12,34652,12
12,34653,12
12,34654,12
12,34655,12
12,34661,11
12,34667,12
12,34668,12
12,34669,12
12,34677,12
12,34677,13
12,34679,12
12,34681,12
12,34683,12
12,34683,13
12,34684,12
12,34684,13
12,34685,12
12,34688,12
12,34689,12
12,34690,12
12,34691,12
12,34695,12
12,34695,13
12,34698,12
12,34698,13
12,34705,10
12,34711,10
12,34714,10
12,34715,10
12,34731,10
12,34731,11
12,34734,5
12,34734,10
12,34736,10
12,34737,10
12,34739,9
12,34741,9
12,34743,9
12,34744,9
12,34746,9
12,34747,9
12,34747,10
12,34748,10
12,34753,10
12,34756,10
12,34758,9
12,34759,9
12,34760,10
12,34761,5
12,34761,10
12,34762,10
12,34769,9
12,34771,9
12,34772,9
12,34773,9
12,34785,11
12,34786,10
12,34787,10
12,34788,10
12,34797,10
12,34945,18
12,34946,18
12,34947,18
12,34949,18
12,34950,18
12,34951,18
12,34952,18
12,34953,18
12,34956,18
12,34957,18
12,34972,9
12,34972,17
12,34972,18
12,34974,17
12,34974,18
12,34981,18
12,34982,18
12,34983,18
12,34984,18
12,34986,18
12,34987,18
12,34990,18
12,34994,18
12,34996,18
12,34997,18
13,30002,4
13,30004,6
13,30004,7
13,30004,11
13,30005,6
13,30005,7
13,30008,11
13,30008,13
13,30009,6
13,30011,10
13,30012,4
13,30012,10
13,30013,4
13,30014,4
13,30014,10
13,30016,4
13,30016,10
13,30017,4
13,30017,7
13,30019,7
13,30019,10
13,30021,4
13,30022,6
13,30024,6
13,30024,7
13,30025,10
13,30028,7
13,30028,9
13,30028,11
13,30030,4
13,30030,5
13,30032,4
13,30032,5
13,30033,4
13,30033,5
13,30033,6
13,30034,4
13,30034,5
13,30035,4
13,30038,4
13,30039,4
13,30040,7
13,30040,9
13,30040,11
13,30041,7
13,30041,9
13,30043,7
13,30043,10
13,30044,7
13,30045,7
13,30045,10
13,30046,7
13,30047,4
13,30047,7
13,30052,4
13,30052,7
13,30052,10
13,30054,4
13,30054,10
13,30055,10
13,30056,10
13,30058,4
13,30060,11
13,30060,13
13,30062,6
13,30062,11
13,30064,11
13,30064,13
13,30066,6
13,30066,11
13,30067,6
13,30067,11
13,30068,6
13,30068,11
13,30070,4
13,30071,7
13,30072,4
13,30075,6
13,30075,11
13,30076,6
13,30078,4
13,30078,7
13,30079,4
13,30080,11
13,30080,13
13,30082,11
13,30082,13
13,30083,4
13,30084,4
13,30084,6
13,30087,4
13,30088,4
13,30092,6
13,30092,7
13,30093,4
13,30093,7
13,30094,4
13,30096,7
13,30097,6
13,30097,7
13,30101,11
13,30101,14
13,30102,6
13,30102,11
13,30103,11
13,30103,14
13,30104,11
13,30104,14
13,30105,14
13,30106,13
13,30107,9
13,30107,11
13,30108,3
13,30110,3
13,30110,14
13,30113,14
13,30114,11
13,30115,11
13,30116,3
13,30117,3
13,30118,3
13,30120,11
13,30121,11
13,30122,13
13,30124,14
13,30125,14
13,30126,13
13,30127,11
13,30127,13
13,30127,14
13,30132,14
13,30134,13
13,30134,14
13,30135,13
13,30137,11
13,30139,11
13,30139,14
13,30141,13
13,30141,14
13,30143,9
13,30143,11
13,30143,14
13,30144,6
13,30144,11
13,30145,11
13,30145,14
13,30147,14
13,30148,9
13,30149,14
13,30152,11
13,30153,14
13,30157,11
13,30157,14
13,30161,11
13,30161,14
13,30164,10
13,30165,14
13,30168,13
13,30170,3
13,30171,11
13,30171,14
13,30173,14
13,30175,9
13,30175,14
13,30176,14
13,30177,9
13,30178,11
13,30178,14
13,30179,3
13,30179,14
13,30180,3
13,30180,13
13,30180,14
13,30182,3
13,30182,14
13,30183,11
13,30183,14
13,30184,11
13,30185,3
13,30185,13
13,30187,13
13,30188,6
13,30188,11
13,30189,11
13,30204,3
13,30204,8
13,30205,3
13,30206,3
13,30213,13
13,30214,3
13,30214,13
13,30215,3
13,30215,13
13,30216,10
13,30217,3
13,30218,3
13,30220,3
13,30222,3
13,30223,3
13,30224,3
13,30228,3
13,30228,13
13,30230,3
13,30233,3
13,30233,8
13,30233,10
13,30234,3
13,30234,10
13,30236,5
13,30236,13
13,30238,3
13,30238,13
13,30240,3
13,30241,3
13,30248,3
13,30248,10
13,30250,13
13,30251,3
13,30252,3
13,30252,4
13,30252,10
13,30252,13
13,30253,3
13,30253,10
13,30253,13
13,30256,3
13,30257,3
13,30258,3
13,30259,3
13,30260,5
13,30260,13
13,30263,3
13,30265,3
13,30268,3
13,30268,13
13,30269,3
13,30273,5
13,30273,13
13,30274,5
13,30274,13
13,30275,3
13,30276,3
13,30277,3
13,30281,4
13,30281,5
13,30281,13
13,30284,3
13,30285,3
13,30286,3
13,30288,5
13,30289,3
13,30290,3
13,30290,13
13,30291,13
13,30292,3
13,30293,3
13,30294,4
13,30294,5
13,30294,13
13,30295,3
13,30296,5
13,30296,13
13,30297,5
13,30297,13
13,30303,5
13,30305,5
13,30305,11
13,30306,5
13,30307,5
13,30308,5
13,30309,5
13,30310,5
13,30311,5
13,30312,5
13,30313,5
13,30314,5
13,30315,5
13,30316,5
13,30317,5
13,30318,5
13,30319,5
13,30319,6
13,30319,11
13,30322,5
13,30324,5
13,30324,6
13,30326,5
13,30326,11
13,30327,5
13,30327,11
13,30328,6
13,30329,4
13,30329,5
13,30329,6
13,30331,5
13,30331,13
13,30332,5
13,30334,5
13,30336,5
13,30337,5
13,30337,13
13,30338,6
13,30339,6
13,30339,11
13,30340,6
13,30340,7
13,30341,6
13,30342,5
13,30342,6
13,30342,11
13,30344,5
13,30344,13
13,30345,4
13,30345,5
13,30345,6
13,30346,6
13,30349,5
13,30349,13
13,30350,6
13,30354,5
13,30360,6
13,30360,7
13,30363,5
13,30401,12
13,30410,12
13,30411,8
13,30411,12
13,30412,12
13,30413,10
13,30415,12
13,30417,12
13,30420,12
13,30421,12
13,30423,12
13,30425,12
13,30426,12
13,30427,1
13,30427,12
13,30428,12
13,30429,12
13,30434,10
13,30434,12
13,30436,12
13,30438,12
13,30439,12
13,30441,12
13,30442,12
13,30445,12
13,30446,12
13,30448,12
13,30449,12
13,30450,12
13,30451,12
13,30452,12
13,30453,12
13,30454,12
13,30455,12
13,30456,12
13,30457,12
13,30458,12
13,30460,12
13,30461,12
13,30464,12
13,30467,12
13,30470,12
13,30471,12
13,30473,12
13,30474,12
13,30475,12
13,30477,10
13,30501,9
13,30504,9
13,30506,9
13,30507,9
13,30510,9
13,30511,9
13,30512,9
13,30513,9
13,30516,9
13,30517,9
13,30517,10
13,30518,7
13,30518,9
13,30519,7
13,30519,9
13,30519,10
13,30520,9
13,30521,9
13,30522,9
13,30523,9
13,30525,9
13,30527,9
13,30528,9
13,30529,9
13,30530,9
13,30531,9
13,30533,9
13,30534,9
13,30534,11
13,30535,9
13,30536,9
13,30537,9
13,30538,9
13,30540,9
13,30541,9
13,30542,9
13,30543,9
13,30545,9
13,30546,9
13,30547,9
13,30548,9
13,30548,10
13,30549,9
13,30552,9
13,30553,9
13,30554,9
13,30555,9
13,30557,9
13,30558,9
13,30559,9
13,30560,9
13,30562,9
13,30563,9
13,30564,9
13,30565,9
13,30566,9
13,30567,9
13,30568,9
13,30571,9
13,30572,9
13,30573,9
13,30575,9
13,30576,9
13,30577,9
13,30581,9
13,30582,9
13,30601,9
13,30601,10
13,30602,10
13,30605,9
13,30605,10
13,30606,10
13,30607,9
13,30607,10
13,30609,10
13,30619,10
13,30620,10
13,30621,10
13,30622,9
13,30622,10
13,30623,10
13,30624,9
13,30625,10
13,30627,9
13,30627,10
13,30628,9
13,30628,10
13,30629,9
13,30629,10
13,30630,10
13,30631,10
13,30633,9
13,30634,9
13,30635,9
13,30641,10
13,30642,10
13,30643,9
13,30646,9
13,30648,10
13,30650,10
13,30655,10
13,30656,10
13,30660,10
13,30662,9
13,30663,10
13,30664,10
13,30665,10
13,30666,9
13,30666,10
13,30667,10
13,30668,10
13,30669,10
13,30673,10
13,30677,10
13,30678,10
13,30680,9
13,30680,10
13,30683,9
13,30683,10
13,30701,14
13,30705,14
13,30707,14
13,30708,14
13,30710,14
13,30711,14
13,30720,14
13,30721,14
13,30725,14
13,30726,14
13,30728,14
13,30730,14
13,30731,14
13,30733,14
13,30734,14
13,30735,14
13,30736,14
13,30738,14
13,30739,14
13,30740,14
13,30741,14
13,30742,14
13,30746,14
13,30747,14
13,30750,14
13,30751,14
13,30752,14
13,30753,14
13,30755,14
13,30756,14
13,30757,14
13,30802,10
13,30802,12
13,30803,10
13,30805,12
13,30807,10
13,30808,10
13,30809,10
13,30809,12
13,30810,10
13,30812,12
13,30813,12
13,30814,10
13,30814,12
13,30815,12
13,30816,10
13,30816,12
13,30817,10
13,30818,10
13,30820,10
13,30821,10
13,30822,12
13,30823,10
13,30824,10
13,30828,10
13,30830,12
13,30833,10
13,30901,12
13,30903,12
13,30904,12
13,30905,12
13,30906,12
13,30907,12
13,30909,12
13,30912,12
13,31001,8
13,31002,10
13,31002,12
13,31003,8
13,31005,8
13,31006,2
13,31007,2
13,31008,2
13,31008,8
13,31009,12
13,31011,8
13,31012,8
13,31014,8
13,31015,2
13,31015,8
13,31016,2
13,31016,3
13,31016,8
13,31017,8
13,31018,10
13,31019,12
13,31020,2
13,31020,8
13,31021,12
13,31022,8
13,31022,12
13,31023,8
13,31024,10
13,31025,8
13,31027,12
13,31028,8
13,31029,8
13,31029,10
13,31030,2
13,31030,8
13,31031,8
13,31031,10
13,31032,8
13,31033,8
13,31033,10
13,31035,10
13,31036,8
13,31037,8
13,31037,12
13,31038,8
13,31038,10
13,31039,2
13,31041,2
13,31042,8
13,31044,8
13,31045,10
13,31046,8
13,31047,8
13,31049,10
13,31049,12
13,31050,2
13,31051,2
13,31052,2
13,31054,8
13,31055,8
13,31057,2
13,31058,2
13,31060,8
13,31061,8
13,31061,10
13,31062,10
13,31063,2
13,31064,10
13,31065,8
13,31065,12
13,31066,2
13,31066,8
13,31067,10
13,31068,2
13,31069,2
13,31069,8
13,31070,2
13,31071,8
13,31072,2
13,31072,8
13,31075,12
13,31076,2
13,31077,8
13,31078,2
13,31079,8
13,31081,2
13,31082,10
13,31083,8
13,31083,12
13,31084,8
13,31085,10
13,31087,10
13,31088,8
13,31089,10
13,31090,8
13,31091,2
13,31091,8
13,31092,2
13,31093,8
13,31094,10
13,31096,10
13,31097,3
13,31097,8
13,31098,8
13,31201,2
13,31204,2
13,31204,8
13,31206,2
13,31207,2
13,31210,2
13,31210,8
13,31211,2
13,31211,8
13,31213,2
13,31216,2
13,31217,2
13,31217,8
13,31220,2
13,31220,8
13,31301,1
13,31302,1
13,31303,12
13,31304,1
13,31305,1
13,31307,1
13,31308,1
13,31308,12
13,31309,1
13,31312,1
13,31312,12
13,31313,1
13,31314,1
13,31315,1
13,31316,1
13,31318,1
13,31320,1
13,31321,1
13,31321,12
13,31322,1
13,31323,1
13,31324,1
13,31326,1
13,31326,12
13,31327,1
13,31328,1
13,31329,12
13,31331,1
13,31401,1
13,31404,1
13,31405,1
13,31406,1
13,31407,1
13,31408,1
13,31409,1
13,31410,1
13,31411,1
13,31415,1
13,31419,1
13,31501,1
13,31503,1
13,31510,1
13,31510,12
13,31512,12
13,31513,12
13,31516,1
13,31518,1
13,31518,12
13,31519,12
13,31520,1
13,31522,1
13,31523,1
13,31524,1
13,31525,1
13,31527,1
13,31532,12
13,31533,12
13,31535,12
13,31537,1
13,31539,12
13,31542,1
13,31543,1
13,31544,8
13,31545,1
13,31546,1
13,31547,1
13,31548,1
13,31549,8
13,31549,12
13,31550,1
13,31551,1
13,31552,1
13,31552,8
13,31552,12
13,31553,1
13,31554,1
13,31554,12
13,31555,1
13,31555,12
13,31556,1
13,31557,1
13,31558,1
13,31560,1
13,31561,1
13,31562,1
13,31563,12
13,31565,1
13,31566,1
13,31567,12
13,31568,1
13,31569,1
13,31601,8
13,31602,8
13,31605,1
13,31605,8
13,31606,8
13,31620,8
13,31622,8
13,31623,1
13,31624,1
13,31624,8
13,31624,12
13,31625,8
13,31626,8
13,31627,8
13,31629,8
13,31630,1
13,31631,1
13,31632,8
13,31634,1
13,31635,1
13,31635,8
13,31636,1
13,31636,8
13,31637,8
13,31638,8
13,31639,8
13,31641,1
13,31641,8
13,31642,1
13,31642,8
13,31643,8
13,31645,8
13,31647,8
13,31648,1
13,31649,8
13,31650,8
13,31650,12
13,31698,8
13,31699,1
13,31701,2
13,31705,2
13,31705,8
13,31707,2
13,31709,2
13,31711,2
13,31712,2
13,31714,8
13,31716,2
13,31719,2
13,31720,8
13,31721,2
13,31722,8
13,31730,2
13,31733,8
13,31735,2
13,31738,8
13,31743,2
13,31744,2
13,31744,8
13,31747,8
13,31749,8
13,31750,8
13,31756,8
13,31757,8
13,31763,2
13,31764,2
13,31765,2
13,31765,8
13,31768,8
13,31771,8
13,31772,8
13,31773,2
13,31773,8
13,31774,8
13,31775,8
13,31778,8
13,31779,2
13,31780,2
13,31781,8
13,31783,8
13,31784,2
13,31787,2
13,31788,8
13,31789,8
13,31790,8
13,31791,2
13,31791,8
13,31792,2
13,31792,8
13,31793,8
13,31794,8
13,31795,8
13,31796,8
13,31798,8
13,31798,12
13,31801,2
13,31803,2
13,31804,3
13,31805,2
13,31806,2
13,31807,3
13,31808,3
13,31810,2
13,31811,3
13,31812,2
13,31814,2
13,31815,2
13,31816,2
13,31816,3
13,31820,2
13,31820,3
13,31821,2
13,31822,3
13,31823,3
13,31824,2
13,31825,2
13,31826,2
13,31826,3
13,31827,2
13,31829,2
13,31829,3
13,31830,3
13,31831,2
13,31831,3
13,31832,2
13,31833,3
13,31836,2
13,31901,2
13,31901,3
13,31903,2
13,31904,2
13,31904,3
13,31905,2
13,31906,2
13,31906,3
13,31907,2
13,31909,2
13,31909,3
13,39813,2
13,39815,2
13,39817,2
13,39819,2
13,39823,2
13,39824,2
13,39825,2
13,39826,2
13,39827,2
13,39828,2
13,39834,2
13,39836,2
13,39837,2
13,39840,2
13,39841,2
13,39842,2
13,39845,2
13,39846,2
13,39851,2
13,39854,2
13,39859,2
13,39861,2
13,39862,2
13,39866,2
13,39867,2
13,39870,2
13,39877,2
13,39885,2
13,39886,2
13,39897,2
15,96701,1
15,96703,2
15,96704,2
15,96705,2
15,96706,1
15,96707,1
15,96707,2
15,96708,2
15,96710,2
15,96712,2
15,96713,2
15,96714,2
15,96716,2
15,96717,2
15,96719,2
15,96720,2
15,96722,2
15,96725,2
15,96726,2
15,96727,2
15,96728,2
15,96729,2
15,96730,2
15,96731,2
15,96732,2
15,96734,2
15,96737,2
15,96738,2
15,96740,2
15,96741,2
15,96742,2
15,96743,2
15,96744,2
15,96746,2
15,96747,2
15,96748,2
15,96749,2
15,96750,2
15,96751,2
15,96752,2
15,96753,2
15,96754,2
15,96755,2
15,96756,2
15,96757,2
15,96759,2
15,96760,2
15,96761,2
15,96762,2
15,96763,2
15,96764,2
15,96765,2
15,96766,2
15,96768,2
15,96769,2
15,96770,2
15,96771,2
15,96772,2
15,96773,2
15,96774,2
15,96776,2
15,96777,2
15,96778,2
15,96779,2
15,96780,2
15,96781,2
15,96782,1
15,96783,2
15,96785,2
15,96786,2
15,96789,1
15,96789,2
15,96790,2
15,96791,2
15,96792,2
15,96793,2
15,96795,2
15,96796,2
15,96797,1
15,96797,2
15,96813,1
15,96814,1
15,96815,1
15,96816,1
15,96817,1
15,96818,1
15,96819,1
15,96821,1
15,96822,1
15,96825,1
15,96825,2
15,96826,1
15,96850,1
15,96853,1
15,96857,2
15,96859,1
15,96860,1
15,96863,2
16,59847,1
16,83111,2
16,83120,2
16,83201,2
16,83202,2
16,83203,2
16,83204,2
16,83209,2
16,83210,2
16,83211,2
16,83212,2
16,83213,2
16,83214,2
16,83215,2
16,83217,2
16,83218,2
16,83220,2
16,83221,2
16,83223,2
16,83226,2
16,83227,2
16,83228,2
16,83232,2
16,83233,2
16,83234,2
16,83235,2
16,83236,2
16,83237,2
16,83238,2
16,83239,2
16,83241,2
16,83243,2
16,83244,2
16,83245,2
16,83246,2
16,83250,2
16,83251,2
16,83252,2
16,83253,2
16,83254,2
16,83255,2
16,83261,2
16,83262,2
16,83263,2
16,83271,2
16,83272,2
16,83274,2
16,83276,2
16,83277,2
16,83278,2
16,83281,2
16,83283,2
16,83285,2
16,83286,2
16,83287,2
16,83301,2
16,83302,1
16,83302,2
16,83311,2
16,83312,2
16,83313,2
16,83314,2
16,83316,1
16,83316,2
16,83318,2
16,83320,2
16,83321,2
16,83322,2
16,83323,2
16,83324,2
16,83325,2
16,83327,2
16,83328,2
16,83330,2
16,83332,2
16,83333,2
16,83334,2
16,83335,2
16,83336,2
16,83337,2
16,83338,2
16,83340,2
16,83341,2
16,83342,2
16,83344,2
16,83346,2
16,83347,2
16,83348,2
16,83349,2
16,83350,2
16,83352,2
16,83353,2
16,83354,2
16,83355,2
16,83401,2
16,83402,2
16,83404,2
16,83406,2
16,83420,2
16,83421,2
16,83422,2
16,83423,2
16,83424,2
16,83425,2
16,83427,2
16,83428,2
16,83429,2
16,83431,2
16,83433,2
16,83434,2
16,83435,2
16,83436,2
16,83440,2
16,83442,2
16,83443,2
16,83444,2
16,83445,2
16,83446,2
16,83448,2
16,83449,2
16,83450,2
16,83451,2
16,83452,2
16,83454,2
16,83455,2
16,83460,2
16,83462,2
16,83463,2
16,83464,2
16,83465,2
16,83466,2
16,83467,2
16,83468,2
16,83469,2
16,83501,1
16,83520,1
16,83522,1
16,83523,1
16,83524,1
16,83525,1
16,83526,1
16,83530,1
16,83533,1
16,83535,1
16,83536,1
16,83537,1
16,83539,1
16,83540,1
16,83541,1
16,83542,1
16,83543,1
16,83544,1
16,83545,1
16,83546,1
16,83547,1
16,83548,1
16,83549,1
16,83552,1
16,83553,1
16,83554,1
16,83555,1
16,83601,2
16,83602,1
16,83604,1
16,83605,1
16,83607,1
16,83610,1
16,83611,1
16,83612,1
16,83615,1
16,83616,1
16,83616,2
16,83617,1
16,83619,1
16,83622,1
16,83623,2
16,83624,1
16,83624,2
16,83626,1
16,83627,1
16,83627,2
16,83628,1
16,83629,1
16,83631,1
16,83632,1
16,83633,2
16,83634,1
16,83636,1
16,83637,1
16,83638,1
16,83639,1
16,83641,1
16,83642,1
16,83643,1
16,83644,1
16,83645,1
16,83646,1
16,83647,2
16,83648,2
16,83650,1
16,83651,1
16,83654,1
16,83655,1
16,83656,1
16,83657,1
16,83660,1
16,83661,1
16,83666,1
16,83669,1
16,83670,1
16,83671,1
16,83672,1
16,83676,1
16,83677,1
16,83686,1
16,83687,1
16,83702,1
16,83702,2
16,83703,2
16,83704,2
16,83705,1
16,83705,2
16,83706,2
16,83709,1
16,83709,2
16,83712,2
16,83713,1
16,83713,2
16,83714,1
16,83714,2
16,83716,1
16,83716,2
16,83801,1
16,83802,1
16,83803,1
16,83804,1
16,83805,1
16,83806,1
16,83808,1
16,83809,1
16,83810,1
16,83811,1
16,83812,1
16,83813,1
16,83814,1
16,83815,1
16,83821,1
16,83822,1
16,83823,1
16,83824,1
16,83825,1
16,83826,1
16,83827,1
16,83830,1
16,83832,1
16,83833,1
16,83834,1
16,83835,1
16,83836,1
16,83837,1
16,83839,1
16,83840,1
16,83841,1
16,83842,1
16,83843,1
16,83844,1
16,83845,1
16,83846,1
16,83847,1
16,83848,1
16,83849,1
16,83850,1
16,83851,1
16,83852,1
16,83854,1
16,83855,1
16,83856,1
16,83857,1
16,83858,1
16,83860,1
16,83861,1
16,83864,1
16,83866,1
16,83867,1
16,83868,1
16,83869,1
16,83870,1
16,83871,1
16,83872,1
16,83873,1
16,83874,1
16,83876,1
16,89832,1
16,97910,1
16,97913,1
16,99128,1
17,60002,14
17,60004,8
17,60004,9
17,60004,10
17,60005,8
17,60005,9
17,60007,5
17,60007,8
17,60008,6
17,60008,8
17,60008,9
17,60010,6
17,60010,8
17,60010,14
17,60012,14
17,60013,6
17,60013,14
17,60014,6
17,60014,14
17,60015,10
17,60016,8
17,60016,9
17,60016,10
17,60018,5
17,60018,8
17,60018,9
17,60020,10
17,60020,14
17,60021,6
17,60022,10
17,60025,9
17,60025,10
17,60026,9
17,60026,10
17,60029,9
17,60030,10
17,60030,14
17,60031,10
17,60031,14
17,60033,14
17,60033,16
17,60034,14
17,60035,10
17,60040,10
17,60041,10
17,60042,14
17,60043,9
17,60044,10
17,60045,10
17,60046,10
17,60046,14
17,60047,6
17,60047,10
17,60047,14
17,60048,10
17,60048,14
17,60050,10
17,60050,14
17,60051,10
17,60051,14
17,60053,9
17,60053,10
17,60056,8
17,60056,9
17,60056,10
17,60060,6
